timestamp,anomaly_score
2680,0.0009071012
2681,0.00090997224
2682,0.0009120301
2683,0.0009134807
2684,0.000914534
2685,0.00091529964
2686,0.000915888
2687,0.0009163496
2688,0.00091679406
2689,0.00091713294
2690,0.00091763976
2691,0.0009180184
2692,0.0009186498
2693,0.00091909827
2694,0.0009198133
2695,0.0009203383
2696,0.0009209999
2697,0.0009214829
2698,0.0009220048
2699,0.00092236476
2700,0.000922794
2701,0.0009230865
2702,0.0009233953
2703,0.0009235835
2704,0.0009237896
2705,0.00092386216
2706,0.00092397124
2707,0.00092391577
2708,0.0009239272
2709,0.0009237513
2710,0.00092371687
2711,0.0009233748
2712,0.0009232868
2713,0.0009227519
2714,0.0009226502
2715,0.00092170585
2716,0.0009214402
2717,0.0009195069
2718,0.0009186507
2719,0.0009156894
2720,0.00091421715
2721,0.0009106907
2722,0.0009092055
2780,0.000911842
2781,0.0009918308
2782,0.0010482626
2783,0.001088109
2784,0.0011173384
2785,0.0011381963
2786,0.0011563214
2787,0.0011770346
2788,0.001191585
2789,0.00120412
2790,0.0012133464
2791,0.0012201483
2792,0.0012250777
2793,0.0012287722
2794,0.0012316913
2795,0.0012337805
2796,0.0012356875
2797,0.0012370702
2798,0.0012384903
2799,0.0012397346
2800,0.001241046
2801,0.001242138
2802,0.0012433685
2803,0.0012442896
2804,0.0012452373
2805,0.0012459211
2806,0.0012465584
2807,0.00124703
2808,0.0012474142
2809,0.0012477029
2810,0.0012480029
2811,0.0012482128
2812,0.0012484209
2813,0.0013150824
2814,0.0013617643
2815,0.0013944537
2816,0.0014173391
2817,0.0014333633
2818,0.0014445856
2819,0.001452446
2820,0.0014579544
2821,0.0014618118
2822,0.0014645252
2823,0.0014664542
2824,0.0014678385
2825,0.0014688096
2826,0.0014695076
2827,0.0014700874
2828,0.0014705019
2829,0.0014708407
2830,0.0014712337
2831,0.0014714316
2832,0.0014716515
2833,0.0014717623
2834,0.0014718273
2835,0.0014720035
2836,0.0014720086
2837,0.0014721063
2838,0.0014723458
2839,0.0014723599
2840,0.001472435
2841,0.0014847037
2842,0.001493993
2843,0.0015014065
2844,0.0015064882
2845,0.0015103316
2846,0.0015121064
2847,0.0015139685
2848,0.0015151383
2849,0.00151489
2850,0.0015167923
2851,0.0015156362
2852,0.0015147862
2853,0.001513352
2854,0.0015118984
2855,0.00150996
2856,0.0015088292
2857,0.0015070416
2858,0.0015076457
2859,0.0015057253
2860,0.0015049423
2861,0.0015038918
2862,0.0015042436
2863,0.0015013887
2864,0.0014996413
2865,0.0014939847
2866,0.0014959361
2867,0.0014914195
2868,0.0014853594
2869,0.001467208
2870,0.0014601516
2871,0.0014445373
2872,0.0014262595
2873,0.0014126224
2874,0.0013336025
2875,0.0010593815
3977,0.00090979366
3978,0.0009205224
3979,0.0009282867
3980,0.0009332346
3981,0.00093661755
3982,0.00093879877
3983,0.0009403393
3984,0.0009411848
3985,0.0009417315
3986,0.0009419346
3987,0.00094207446
3988,0.0009418072
3989,0.00094172475
3990,0.00094171613
3991,0.0009422053
3992,0.00094145886
3993,0.00094010774
3994,0.00093901216
3995,0.0009384716
3996,0.0009380155
3997,0.00093814154
3998,0.0009382413
3999,0.0009388161
4000,0.0009377361
4001,0.00093695545
4002,0.00093645556
4003,0.00093550823
4004,0.00093334645
4005,0.0009297483
4006,0.0009269555
4007,0.0009269927
4008,0.0009281569
4009,0.000923827
4010,0.0009208682
4011,0.0009180083
4012,0.00091597217
4013,0.00091549126
4014,0.00091325503
4015,0.0009115088
4016,0.00091012055
4017,0.0009091513
4018,0.0009084498
4019,0.00090744474
4020,0.00090635207
4021,0.0009056321
4022,0.00090468884
4034,0.0009047786
4035,0.00090491737
4036,0.0009050728
4037,0.0009058297
4038,0.0009074044
4039,0.0009083727
4040,0.0009095675
4041,0.00091042137
4042,0.0009114589
4043,0.000912038
4044,0.00091222645
4045,0.00091317535
4046,0.00091163465
4047,0.0009104978
4048,0.0009110882
4049,0.0009115957
4050,0.0009120372
4051,0.00091101415
4052,0.00091168104
4053,0.00091089413
4054,0.00091264583
4055,0.00091350044
4056,0.0009148089
4057,0.0009159353
4058,0.0009196227
4059,0.00092099636
4060,0.00092214864
4061,0.00092187
4062,0.00092532556
4063,0.0009273777
4064,0.00093089486
4065,0.00093737117
4066,0.0009652552
4067,0.00097442133
4068,0.0010207926
4069,0.0011010506
7467,0.00095536816
7468,0.0010906985
7469,0.0011979959
7470,0.0012757449
7471,0.0013308366
7472,0.0013695551
7473,0.0013980623
7474,0.0014180497
7475,0.0014320718
7476,0.001441914
7477,0.0014488535
7478,0.0014537722
7479,0.0014572226
7480,0.0014596605
7481,0.001461349
7482,0.0014625422
7483,0.001463405
7484,0.001464061
7485,0.0014645469
7486,0.0014649887
7487,0.0014652935
7488,0.0014655613
7489,0.0014657599
7490,0.0014659605
7491,0.0014661005
7492,0.0014662503
7493,0.0014663395
7494,0.0014664365
7495,0.0014677692
7496,0.0014686986
7497,0.0014693079
7498,0.001469734
7499,0.00146996
7500,0.0014701447
7501,0.0014699183
7502,0.0014698826
7503,0.0014691213
7504,0.0014687397
7505,0.0014675661
7506,0.0014667737
7507,0.0014657393
7508,0.0014652569
7509,0.0014650037
7510,0.0014653585
7511,0.0014639314
7512,0.0014627099
7513,0.0014616381
7514,0.0014614932
7515,0.0014609135
7516,0.0014606604
7517,0.0014594286
7518,0.0014588019
7519,0.0014579972
7520,0.0014581226
7521,0.001458035
7522,0.0014579764
7523,0.001457856
7524,0.0014570558
7525,0.0014558167
7526,0.0014555915
7527,0.0014548473
7528,0.0014545528
7529,0.0014537508
7530,0.0014541058
7531,0.0014534226
7532,0.0014522455
7533,0.0014511168
7534,0.0014513608
7535,0.0014512644
7536,0.0014519319
7537,0.0014528048
7538,0.0014562823
7539,0.0014595656
7540,0.0014612176
7541,0.0014642351
7542,0.0014673219
7543,0.0014701257
7544,0.0014722957
7545,0.0014755311
7546,0.0014769883
7547,0.0014768168
7548,0.0014735523
7549,0.0014677405
7550,0.0014647108
7551,0.0014659361
7552,0.0014720741
7553,0.0014688069
7554,0.0014680794
7555,0.001468811
7556,0.001464323
7557,0.0014810839
7558,0.0014948314
7559,0.0014986384
7560,0.0014625299
7561,0.0014408334
7562,0.0013813088
7563,0.0014179203
7564,0.0014014008
7565,0.0009955561
7621,0.00093193597
7622,0.00095982314
7623,0.0009792562
7624,0.0009929256
7625,0.0010025752
7626,0.0010093581
7627,0.0010142074
7628,0.0010176091
7629,0.001020194
7630,0.0010220984
7631,0.0010237071
7632,0.0010248964
7633,0.001025997
7634,0.0010268021
7635,0.0010275798
7636,0.001028144
7637,0.001028689
7638,0.0010290972
7639,0.0010294587
7640,0.0010297266
7641,0.001028381
7642,0.0010278283
7643,0.0010237992
7644,0.0010213094
7645,0.0010124391
7646,0.0010070463
7647,0.0009995283
7648,0.0009949009
7649,0.0009873742
7650,0.0009824809
7651,0.0009777056
7652,0.00097472983
7653,0.00097107026
7654,0.000969214
7655,0.0009655297
7656,0.00096367544
7657,0.0009604359
7658,0.0009326359
7659,0.0009109997
9831,0.0010709722
9832,0.0012355177
9833,0.0013509201
9834,0.0014316646
9835,0.0014882269
9836,0.0015280904
9837,0.0015555111
9838,0.001574013
9839,0.0015868272
9840,0.0015952039
9841,0.0016009053
9842,0.001604725
9843,0.0016074977
9844,0.0016089403
9845,0.0016097543
9846,0.0016105473
9847,0.0016110641
9848,0.0016101964
9849,0.0016095965
9850,0.0016092006
9851,0.0016088926
9852,0.00160881
9853,0.0016087542
9854,0.00160885
9855,0.0016090107
9856,0.0016088629
9857,0.0016088755
9858,0.0016087494
9859,0.001609082
9860,0.0016095771
9861,0.0016098616
9862,0.0016099152
9863,0.0016098195
9864,0.0016076864
9865,0.0016061799
9866,0.001605137
9867,0.0016064114
9868,0.0016073061
9869,0.0016079554
9870,0.0016084127
9871,0.0016087077
9872,0.0016089119
9873,0.0016091019
9874,0.0016092325
9875,0.001609308
9876,0.0016093584
9877,0.0016094056
9878,0.00160944
9879,0.001609429
9880,0.0016094442
9881,0.0016094397
9882,0.0016096864
9883,0.0016102786
9884,0.0016107094
9885,0.0016110394
9886,0.0016112737
9887,0.0016127378
9888,0.0016282804
9889,0.0016401946
9890,0.001648562
9891,0.0016543984
9892,0.0016586686
9893,0.0016617915
9894,0.0016641164
9895,0.0016659761
9896,0.0016672239
9897,0.0016679276
9898,0.0016684083
9899,0.0016687519
9900,0.0016690798
9901,0.0016692716
9902,0.0016693587
9903,0.0016691294
9904,0.0016687775
9905,0.0016678943
9906,0.0016672381
9907,0.0016668322
9908,0.0016665579
9909,0.0016666041
9910,0.0016666001
9911,0.0016677005
9912,0.0016686455
9913,0.0016669396
9914,0.0016656823
9915,0.001664666
9916,0.0016639266
9917,0.0016639448
9918,0.0016640807
9919,0.0016655789
9920,0.001666781
9921,0.0016669543
9922,0.0016674281
9923,0.0016487385
9924,0.0016377978
9925,0.0016240233
9926,0.0016049168
9927,0.0015895322
9928,0.0016036659
9929,0.0011450329
15059,0.001035262
15060,0.0011958482
15061,0.0013083813
15062,0.0013873007
15063,0.0014427105
15064,0.0014821035
15065,0.0015097362
15066,0.001529152
15067,0.0015427526
15068,0.0015522831
15069,0.0015589616
15070,0.0015636565
15071,0.0015669895
15072,0.0015693433
15073,0.0015709898
15074,0.0015721397
15075,0.0015729326
15076,0.0015734852
15077,0.0015738707
15078,0.0015741365
15079,0.0015743164
15080,0.001574437
15081,0.0015745155
15082,0.0015746248
15083,0.001574691
15084,0.0015747442
15085,0.0015747708
15086,0.0015747955
15087,0.0015748221
15088,0.0015748431
15089,0.0015749045
15090,0.0015749631
15091,0.0015750132
15092,0.0015750548
15093,0.0015750806
15094,0.0015751008
15095,0.0015751297
15096,0.0015751467
15097,0.0015751313
15098,0.0015751133
15099,0.0015750858
15100,0.0015750482
15101,0.0015750221
15102,0.0015749878
15103,0.0015749643
15104,0.0015749475
15105,0.0015749277
15106,0.0015748952
15107,0.0015748942
15108,0.0015748907
15109,0.0015748653
15110,0.0015748539
15111,0.0015748588
15112,0.0015748879
15113,0.0015748371
15114,0.001574821
15115,0.0015749709
15116,0.0015751094
15117,0.0015753049
15118,0.0015754338
15119,0.0015753717
15120,0.0015752176
15121,0.0015752333
15122,0.0015750822
15123,0.0015748175
15124,0.0015745334
15125,0.0015741452
15126,0.0015737775
15127,0.0015736227
15128,0.0015733399
15129,0.0015754782
15130,0.0015761727
15131,0.0015762353
15132,0.0015739133
15133,0.0015715322
15134,0.0015700095
15135,0.0015688331
15136,0.0015680557
15137,0.0015698017
15138,0.0015710192
15139,0.0015724034
15140,0.0015739199
15141,0.0015739655
15142,0.0015740596
15143,0.0015736383
15144,0.0015731306
15145,0.0015734363
15146,0.0015733922
15147,0.0015730188
15148,0.0015737307
15149,0.0015677586
15150,0.0015664176
15151,0.0015622898
15152,0.0015666193
15153,0.0015819356
15154,0.0015814616
15155,0.001562757
15156,0.0015632635
15157,0.0010980193
28654,0.0010233133
28655,0.0011193955
28656,0.0011865143
28657,0.0012330934
28658,0.0012658171
28659,0.0012887842
28660,0.00130486
28661,0.0013161888
28662,0.0013238434
28663,0.0013292928
28664,0.0013330838
28665,0.0013356018
28666,0.0013373784
28667,0.0013386304
28668,0.0013394926
28669,0.0013400823
28670,0.0013404893
28671,0.00134079
28672,0.0013410051
28673,0.0013411408
28674,0.0013412386
28675,0.0013413051
28676,0.0013413634
28677,0.0013413976
28678,0.0013414287
28679,0.0013414461
28680,0.0013414588
28681,0.001341489
28682,0.0013415009
28683,0.0013414954
28684,0.0013415063
28685,0.0013415201
28686,0.0013415064
28687,0.0013414855
28688,0.0013414602
28689,0.0013414528
28690,0.0013414451
28691,0.0013414229
28692,0.0013414116
28693,0.001341411
28694,0.0013414002
28695,0.0013413851
28696,0.001341365
28697,0.0013413727
28698,0.0013413754
28699,0.0013413866
28700,0.0013414217
28701,0.0013414121
28702,0.0013414022
28703,0.0013414642
28704,0.0013415308
28705,0.0013415723
28706,0.0013415632
28707,0.0013415264
28708,0.0013414641
28709,0.0013415151
28710,0.0013415822
28711,0.0013417848
28712,0.001341902
28713,0.0013418382
28714,0.001342056
28715,0.0013413641
28716,0.0013414208
28717,0.0013415467
28718,0.0013416664
28719,0.0013429087
28720,0.0013438538
28721,0.0013432312
28722,0.0013426112
28723,0.0013419837
28724,0.0013416884
28725,0.001341209
28726,0.0013409902
28727,0.001340898
28728,0.0013408136
28729,0.0013409295
28730,0.0013410572
28731,0.0013407599
28732,0.001341064
28733,0.0013419457
28734,0.0013425945
28735,0.0013422484
28736,0.0013420697
28737,0.0013415251
28738,0.0013409618
28739,0.0013422025
28740,0.0013428351
28741,0.0013414668
28742,0.0013419063
28743,0.0013333953
28744,0.0013304846
28745,0.0013319646
28746,0.0013329835
28747,0.0013702762
28748,0.0013889719
28749,0.0014235805
28750,0.0014780054
28751,0.0010378906
41900,0.0009942688
41901,0.001150388
41902,0.001259661
41903,0.0013361421
41904,0.0013896688
41905,0.0014271288
41906,0.0014533548
41907,0.0014717111
41908,0.001484556
41909,0.0014935355
41910,0.0014998118
41911,0.0015042067
41912,0.0015072711
41913,0.0015094043
41914,0.0015108881
41915,0.0015119156
41916,0.0015126251
41917,0.001513114
41918,0.0015134492
41919,0.0015136816
41920,0.0015138407
41921,0.0015139512
41922,0.0015140288
41923,0.0015140772
41924,0.0015141066
41925,0.0015141247
41926,0.00151414
41927,0.0015141459
41928,0.0015141433
41929,0.0015141325
41930,0.001514116
41931,0.0015140922
41932,0.0015140644
41933,0.0015140343
41934,0.0015140049
41935,0.0015139725
41936,0.0015139382
41937,0.0015139028
41938,0.0015138667
41939,0.0015138316
41940,0.0015137999
41941,0.0015137732
41942,0.0015137492
41943,0.0015137264
41944,0.0015137008
41945,0.0015136722
41946,0.0015136421
41947,0.0015136091
41948,0.0015135711
41949,0.0015135349
41950,0.0015135043
41951,0.001513467
41952,0.0015134354
41953,0.0015134042
41954,0.001513369
41955,0.0015133435
41956,0.0015133205
41957,0.0015133014
41958,0.0015131821
41959,0.001513117
41960,0.0015130363
41961,0.0015129555
41962,0.0015128327
41963,0.001512832
41964,0.001512977
41965,0.0015130634
41966,0.0015125427
41967,0.0015121617
41968,0.0015119081
41969,0.0015117477
41970,0.0015115277
41971,0.0015114949
41972,0.0015116214
41973,0.001511631
41974,0.0015101756
41975,0.0015090068
41976,0.0015080986
41977,0.0015075476
41978,0.0015070237
41979,0.00150693
41980,0.001506844
41981,0.0015068464
41982,0.0015088683
41983,0.0015103456
41984,0.0015115485
41985,0.0015232182
41986,0.001531763
41987,0.0015377402
41988,0.001542622
41989,0.0015446643
41990,0.001549043
41991,0.001551663
41992,0.0015550524
41993,0.0015597362
41994,0.0015594952
41995,0.0015658636
41996,0.0015694811
41997,0.0015774523
41998,0.0011171034
